PublishYear,CountryName,Code,Country,Region,Income group,Population,Population(per ten Million),num_AI_conf_papers,num_AI_conf_citation,num_AI_journal_papers,num_AI_journal_citation,num_AI_patents_papers,num_AI_patents_citation,num_AI_conf_papers_pc,num_AI_conf_citation_pc,num_AI_journal_papers_pc,num_AI_journal_citation_pc,num_AI_patents_papers_pc,num_AI_patents_citation_pc,relative_ai_skill_penetration,num_AIocc_fem,skill_penetration,ai_hiring_index,enroll_share,num_AIstartups,ai_privateinvestment_tot,num_startups_pc,ai_privateinvestment_pc,num_AI_conf_papers_scaled,num_AI_conf_citation_scaled,num_AI_journal_papers_scaled,num_AI_journal_citation_scaled,num_AI_patents_papers_scaled,num_AI_patents_citation_scaled,num_AI_conf_papers_pc_scaled,num_AI_conf_citation_pc_scaled,num_AI_journal_papers_pc_scaled,num_AI_journal_citation_pc_scaled,num_AI_patents_papers_pc_scaled,num_AI_patents_citation_pc_scaled,relative_ai_skill_penetration_fem_scaled,num_AIocc_fem_scaled,skill_penetration_scaled,ai_hiring_index_scaled,enroll_share_scaled,num_AIstartups_scaled,ai_privateinvestment_tot_scaled,num_startups_pc_scaled,ai_privateinvestment_pc_scaled,mean
2020,Singapore,SGP,SG,East Asia & Pacific,High income,5751000,0.5751,296.634525,526.4666672,402.6703125,1766.385569,27.83333334,7.5,515.7964267,915.4349977,700.1744262,3071.440739,48.39738018,13.04121022,1.08776,11,1.06534,2.533554476,0.357454948,45,315263624,0.7889796722,5527479.794,4.208429996,1.149501535,3.914291552,1.743770979,1.774655279,1.024499964,58.15419818,4.702718547,100,9.852962629,24.80738813,2.001181114,27.38620521,6.657142857,38.69610534,65.62456189,49.38637743,4.048285514,2.322486748,64.69591769,40.71946453,17.77779983
2016,Singapore,SGP,SG,East Asia & Pacific,High income,5607283,0.5607283,471.3166678,11766.71666,303.9333347,10946.23333,18.33333334,50.5,840.5437496,20984.70268,542.0331642,19521.45688,32.69557349,90.06144331,-,-,0.86303,1.000000001,0.4669803177,18,38934965,0.321011085,694364.1867,6.099403982,4.341412308,3.199247278,5.60912432,1.505415335,1.164966426,94.16497147,85.8781705,77.6359874,57.2676421,17.07982267,7.914068138,-,-,30.96442344,4.900780324,72.17957899,2.177746676,1.163164924,26.89797295,5.98930501,30.15501933
2018,Singapore,SGP,SG,East Asia & Pacific,High income,5638676,0.5638676,386.1666679,7090.050011,251.9492438,7965.240914,17,78.5,684.8534441,12573.96242,446.82341,14126.0837,30.14892148,139.2170786,-,-,0.94012,1.512480078,0.4645458693,43,492534307,0.762590367,8734928.324,5.177635837,3.013372214,2.822783187,4.353919518,1.467627272,1.256432959,76.90069276,51.85871085,64.17161942,41.71629627,15.82650065,11.68777417,-,-,33.91057221,25.19332864,71.67294868,3.909727082,3.066216235,62.56444663,63.76778536,23.35444709
2015,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,43131966,4.3131966,25.33333337,155.3333333,43.74166675,421.2250005,-,-,5.873447403,36.01350639,10.14135705,97.65958744,-,-,-,-,-,-,0.2033971835,1,7000000,0.002318466077,16229.26254,1.271532797,1.044110241,1.314962722,1.177364974,-,-,1.609557133,1.145666135,2.416940013,1.281488966,-,-,-,-,-,-,17.32558927,1,1.029183519,1.157087056,1.116312926,0.9384685818
2018,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,44494502,4.4494502,21.66666669,40.5,39.74166676,476.533334,-,-,4.869515494,9.102248183,8.931815162,107.0993747,-,-,-,-,-,1.242911342,0.2362497916,1,1050000,0.002247468687,2359.842122,1.231840295,1.011500846,1.285995083,1.200653623,-,-,1.498232538,1.036816446,2.245889082,1.308697723,-,-,-,-,-,14.51928129,24.16250861,1,1.004220618,1.151352578,1.01664902,0.9016354697
2019,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,44938712,4.4938712,14.41666672,36.08333334,49.81666681,208.4666667,-,-,3.208072968,8.02945428,11.08546832,46.38910583,-,-,-,-,-,1.605720795,0.2732979664,3,3570000,0.006675758753,7944.152917,1.153357394,1.010246639,1.358957324,1.087778942,-,-,1.313997516,1.032477248,2.55045429,1.13370957,-,-,-,-,-,28.8853585,31.87256262,1.138558432,1.014793141,1.509026721,1.056777173,0.8867482435
2020,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,45350000,4.535,9.333333373,1.5,43.16785735,52.47500016,-,-,2.058066896,0.3307607497,9.518821907,11.5711136,-,-,-,-,-,2.030588696,0.1940019287,-,-,-,-,1.098329153,1.000425957,1.310807246,1.022095619,-,-,1.186474962,1.001337849,2.328902371,1.033351982,-,-,-,-,-,45.70874888,15.37035337,-,-,-,-,0.8318104283
2016,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,43590368,4.3590368,29.86666678,426.5166667,38.86666678,566.333333,-,-,6.851666584,97.84653956,8.91634289,129.9216682,-,-,-,-,-,0.9999999992,0.2464253319,-,-,-,-,1.320607164,1.121118582,1.279658413,1.238465658,-,-,1.718030481,1.395766163,2.243701025,1.374479527,-,-,-,-,-,4.900780258,26.28012886,-,-,-,-,0.9743189177
2017,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,44044811,4.4044811,25.75000006,361.4166667,51.34444463,566.0111112,-,-,5.846318664,82.05658249,11.65731978,128.5080123,-,-,-,-,-,1.052207346,0.2296785557,1,4300000,0.00227041501,9762.784542,1.276043309,1.102632037,1.370021353,1.238329981,-,-,1.606548866,1.331899513,2.631324349,1.370404877,-,-,-,-,-,6.968021798,22.7949761,1,1.017855816,1.153205959,1.069845631,0.9939336904
2015,Australia,AUS,AU,East Asia & Pacific,High income,23815995,2.3815995,853.200001,12252.21666,682.1218273,19464.14881,45,167.5,358.2466326,5144.532765,286.4133232,8172.721236,18.89486456,70.33088477,-,-,-,-,0.2572658228,8,20775972,0.03359087034,87235.3727,10.23337805,4.479280476,5.938054179,9.195758208,2.261176583,1.547165868,40.68372339,21.80842106,41.48675427,24.55663086,10.28787295,6.399341957,-,-,-,-,28.53613123,1.484954514,1.086979858,3.682967298,1.626553883,14.90646315
2017,Australia,AUS,AU,East Asia & Pacific,High income,24601860,2.460186,772.2634938,14567.71587,748.1327452,16133.63155,20,84.5,313.9045153,5921.388005,304.0960095,6557.890968,8.129466634,34.34699653,-,-,0.65144,1.034707123,0.3907811036,30,70823287,0.1219419995,287877.7743,9.357221926,5.136816285,6.416099283,7.793379175,1.552650413,1.276032931,35.76668845,24.95061719,43.98740347,19.90212724,4.989736312,3.636838425,-,-,22.87808776,6.275069767,56.32184621,3.009097271,1.29695064,10.81911103,3.06834489,13.73046759
2018,Australia,AUS,AU,East Asia & Pacific,High income,24982688,2.4982688,764.2511924,9784.910712,703.4278164,14610.80996,30,138,305.9123151,3916.676505,281.5661055,5848.373866,12.00831552,55.23825138,-,-,0.62201,1.37064234,0.3398362326,43,161166330,0.1721191891,645112.0472,9.270486938,3.778635878,6.092350227,7.152165544,1.836060881,1.450799342,34.88044463,16.84203223,40.80127069,17.85705168,6.898692349,5.240671922,-,-,21.75336136,19.5770144,45.71976639,3.909727082,1.675979952,14.87193571,5.635385344,12.67505519
2019,Australia,AUS,AU,East Asia & Pacific,High income,25364307,2.5364307,864.3084505,6402.330957,870.8591663,10664.42853,32,56,340.7577627,2524.149766,343.3404139,4204.502228,12.61615387,22.07826928,-,-,0.61674,1.778568248,0.3465761715,45,209015637,0.1774146638,824054.1995,10.35362955,2.818079595,7.304872939,5.490464932,1.892742974,1.182933066,38.74440723,11.20959017,49.53726657,13.11884072,7.197836948,2.694961268,-,-,21.55195775,35.72955681,47.1224075,4.048285514,1.876729111,15.29965258,6.921241094,12.62880216
2020,Australia,AUS,AU,East Asia & Pacific,High income,25651000,2.5651,587.2928592,1055.695239,1119.695351,3615.390047,35.5,10,228.9551515,411.561046,436.511384,1409.453841,13.83961639,3.89848349,0.68037,9,0.64328,2.103858948,0.2288911794,32,289944519,0.1261615387,1143120.208,7.354872672,1.299787372,9.106922111,2.522330257,1.991936638,1.032666619,26.34677314,2.664667313,62.71331387,5.062537174,7.799957893,1.299288791,13.12260618,4.771428571,22.56623701,48.61001312,22.6311161,3.147655703,2.216261823,11.15992431,9.214009214,10.76625449
2016,Australia,AUS,AU,East Asia & Pacific,High income,24190907,2.4190907,754.2833347,13422.81667,703.7520226,19907.77696,22.83333334,73.33333337,311.804487,5548.70335,290.9159308,8229.446279,9.438808284,30.31442077,-,-,0.60101,1,0.3844931279,12,15740531,0.04960541579,65067.96541,9.162582608,4.811697529,6.094698099,9.382556464,1.632950045,1.239555206,35.53381927,23.4431957,42.12350379,24.7201322,5.634122242,3.327255295,-,-,20.95080429,4.900780291,55.01326267,1.762071379,1.06585394,4.976466308,1.467261689,13.9255057
2016,Canada,CAN,CA,North America,High income,36109487,3.6109487,918.6595251,19729.43809,910.1439883,17192.09216,26.66666669,107.8333333,254.4094645,5463.782438,252.0512098,4761.101192,7.384947532,29.86288155,-,-,0.71856,0.9999999983,0.4268072017,44,71832858,0.1218516342,198930.7076,10.94199231,6.602598342,7.589370071,8.23906459,1.741590725,1.352255041,29.16936605,23.09971065,36.62733474,14.72315291,4.623324967,3.292590372,-,-,25.44321301,4.900780225,63.81919698,3.979006298,1.30118624,10.8118122,2.42918248,12.33352923
2017,Canada,CAN,CA,North America,High income,36543321,3.6543321,889.0781153,15694.33326,907.1352348,18447.68685,13.33333334,86.5,243.294285,4294.720028,248.2355763,5048.169226,3.648637555,23.67053613,-,-,0.82202,1.159395798,0.4073920079,88,353627252,0.2408100785,967693.2537,10.62176681,5.456743527,7.56758095,8.767757141,1.363710101,1.282566254,27.93681945,18.37112907,36.08773569,15.55058303,2.784518739,2.817200498,-,-,29.39714415,11.21233671,59.77872283,7.027291812,2.483439258,20.42011675,7.953413232,11.55067594
2018,Canada,CAN,CA,North America,High income,37057765,3.7057765,828.8273826,9335.732152,804.6103558,11877.32702,14,28.5,223.6582219,2519.237777,217.1232819,3205.084554,3.777885687,7.690695864,-,-,0.87355,1.459087933,0.3854697844,128,571789467,0.3454066914,1542968.031,9.969538907,3.651081964,6.825105038,6.001179418,1.382604132,1.093099864,25.75940407,11.18972233,31.68789889,10.23817068,2.84812756,1.590419088,-,-,31.36646632,23.07917293,55.21651356,9.798460462,3.398726938,28.86841243,12.08726527,9.353029328
2019,Canada,CAN,CA,North America,High income,37589262,3.7589262,1057.690593,4585.416664,937.7684664,6866.234134,26.66666669,29.16666669,281.3810479,1219.874086,249.4777542,1826.647763,7.094224593,7.759308148,-,-,1.07745,1.947019282,0.3761506728,109,673139996,0.28997643,1790777.366,12.44703529,2.302127698,7.789424046,3.89116135,1.741590725,1.095277639,32.16020695,5.934102821,36.26340193,6.265035453,4.48024713,1.595686492,-,-,39.15891325,42.39967122,53.27712372,8.482155353,3.823937557,24.39129577,13.86799191,9.663774794
2020,Canada,CAN,CA,North America,High income,37912000,3.7912,705.2476565,735.6007944,1320.749355,3443.285177,14.33333334,5,186.022277,194.0284855,348.3723768,908.2309498,3.780685097,1.318843638,0.85278,19,0.9943,2.722233857,0.1859164508,111,796623489,0.2952970984,2119284.728,8.631760222,1.208889669,10.56293705,2.449862156,1.392051148,1.01633331,21.58600714,1.784799438,50.24887643,3.617838122,2.849505275,1.101248375,19.15905064,14.2,35.98116944,73.0956532,13.68769364,8.620713786,4.34200582,24.82104755,16.22860441,8.870842361
2015,Canada,CAN,CA,North America,High income,35702908,3.5702908,901.3333346,30015.46666,822.1634937,35925.79285,30.33333334,326,252.4537594,8407.008936,230.2791396,10062.42765,8.49603997,91.30908888,-,-,-,-,0.2896570695,44,94544851,0.1232392611,264809.9449,10.75443235,9.523537416,6.952223277,16.12725342,1.845507896,2.064931779,28.95250067,35.00436731,33.54837328,30.0034233,5.170143541,8.009850598,-,-,-,-,35.27703717,3.979006298,1.396473169,10.92389118,2.902582375,15.6630454
2015,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,55386367,5.5386367,66.70000006,263.6166667,70.70000012,1638.250005,2,6,12.0426747,47.59594842,12.76487409,295.7857852,0.3610996908,1.083299072,-,-,-,-,0.2237496941,4,35509880,0.007221993817,64113.03345,1.719336387,1.074859623,1.510192537,1.689817009,1.04251157,1.019599971,2.29365406,1.19251438,2.787952407,1.852557716,1.166573457,1.083165485,-,-,-,-,21.56112737,1.207837649,1.148795166,1.55314627,1.460399668,1.536061217
2016,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,56203654,5.6203654,79.16666678,312.0000002,65.09090921,602.7424248,2,4,14.08567969,55.51240498,11.58125933,107.2425691,0.3558487496,0.7116974992,-,-,0.32488,1,0.3746492311,4,2070628,0.007116974992,3684.151924,1.854290894,1.088599111,1.469572007,1.253796414,1.04251157,1.013066648,2.520200007,1.224534579,2.620568036,1.309110459,1.163989233,1.054637421,-,-,10.39794323,4.900780291,52.96466037,1.207837649,1.008502607,1.544663872,1.026165343,1.467906365
2017,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,57000451,5.7000451,82.47619055,254.1190475,65.77804249,1700.185978,-,-,14.46939263,44.58193629,11.53991615,298.2758817,-,-,-,-,0.07897,1.117754508,0.3500920638,10,9311841,0.01754372084,16336.4339,1.890117243,1.07216257,1.474548164,1.715896355,-,-,2.562749394,1.180323412,2.614721369,1.859735042,-,-,-,-,1,9.563476731,47.85409589,1.623512946,1.038882722,2.386834851,1.117083046,1.197521129
2018,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,57779622,5.7779622,58.33333337,187.2500002,66.35000022,491.5999998,-,-,10.0958316,32.40761945,11.48328735,85.0818996,-,-,-,-,0.43529,1.244048299,0.3044617823,10,75827691,0.01730713988,131236.0455,1.628765314,1.053173665,1.478690231,1.206997736,-,-,2.077771371,1.131081173,2.60671304,1.245235686,-,-,-,-,14.61748254,14.56430112,38.3580293,1.623512946,1.317946344,2.367726145,1.942737172,1.035702351
2019,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,58558270,5.855827,76.95000003,51.78333335,87.10119066,771.2190496,-,-,13.14075707,8.843043579,14.87427662,131.7011328,-,-,-,-,0.44997,1.848013631,0.2902664719,4,13564796,0.006830802891,23164.61193,1.830294972,1.014704991,1.628968477,1.324736772,-,-,2.415418867,1.035768025,3.086259782,1.379608564,-,-,-,-,15.17850815,38.47936868,35.40385921,1.207837649,1.056725763,1.521549676,1.166149473,1.142980037
2020,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,59309000,5.9309,48.3333334,10,113.891667,187.1892861,-,-,8.149409601,1.686084743,19.2031002,31.56169993,-,-,0.46207,5,0.43822,2.279199468,0.2470286625,7,93729061,0.01195390506,160061.1852,1.520513037,1.002839715,1.822982687,1.078819688,-,-,1.861935376,1.006819815,3.698433125,1.090971819,-,-,5.479454235,1,14.72945836,55.55292882,26.40568732,1.415675297,1.393050566,1.935343974,2.149870992,1.090276272
2015,Israel,ISR,IL,Middle East & North Africa,High income,8380100,0.83801,168.4166668,5198.083333,150.0845241,5193.549999,23.5,209.5,200.9721445,6202.889384,179.0963403,6197.479742,28.04262479,249.9970167,-,-,-,-,0.3870122411,28,145082535,0.3341248911,1731274.507,2.820442475,2.476107578,2.085088089,3.186845181,1.651844076,1.684365668,23.24377689,26.08922384,26.31020687,18.86329648,14.78989729,20.19241292,-,-,-,-,55.53751248,2.870538838,1.608501267,27.95717848,13.44041187,11.94945895
2016,Israel,ISR,IL,Middle East & North Africa,High income,8546000,0.8546,210.0428575,5714.621417,182.9189869,5152.750487,13.5,38.5,245.7791452,6686.896112,214.0404714,6029.429542,15.79686403,45.05031594,-,-,1.14239,1,0.5069444444,60,373731578,0.7020828458,4373175.497,3.271055471,2.622789678,2.322872302,3.169665754,1.368433608,1.125766483,28.2123621,28.04691684,31.25193416,18.37891724,8.76320751,4.458538333,-,-,41.64072543,4.900780291,80.49646848,5.087473758,2.567785862,57.67723838,32.42477936,11.08270496
2018,Israel,ISR,IL,Middle East & North Africa,High income,8882800,0.88828,186.416667,3600.050003,142.9500003,2541.400001,10,16.5,209.8625062,4052.832444,160.9289867,2861.03481,11.25771153,18.57522403,-,-,1.16442,1.003531934,0.4505917232,84,525967034,0.9456477687,5921185.144,3.015296577,2.022311638,2.033420512,2.070105871,1.269239945,1.053899921,24.22961658,17.39275087,23.74101703,9.246499414,6.529286359,2.426030495,-,-,42.48264601,5.040633425,68.76896702,6.750174948,3.206481418,77.35004068,43.54858155,7.919122935
2019,Israel,ISR,IL,Middle East & North Africa,High income,9053300,0.90533,192.3666671,1530.750002,142.0273813,1325.633335,10,5.5,212.4823734,1690.819924,156.8791284,1464.254288,11.04569604,6.075132824,-,-,1.01001,1.159793833,0.4548227047,111,984002837,1.226072261,10868996.24,3.079706683,1.434689391,2.026738988,1.558183684,1.269239945,1.01796664,24.52012997,7.838967604,23.16829438,5.220491163,6.424943999,1.466391396,-,-,36.58155856,11.2280976,69.64947183,8.620713786,5.12814566,100,79.10292843,6.585478653
2020,Israel,ISR,IL,Middle East & North Africa,High income,9197000,0.9197,148.4333337,250.0500001,195.426191,377.5261907,12.33333334,4.5,161.3932083,271.8821356,212.4890627,410.48841,13.41016999,4.892899859,0.84348,10,1.04759,1.397310479,0.33865514,104,1247279732,1.148752389,13777072.8,2.604118342,1.071007076,2.413448345,1.158964741,1.335369054,1.014699979,18.8549244,2.099699081,31.03253713,2.183170656,7.588608001,1.3756307,18.83343766,5.714285714,38.01775354,20.63298618,45.47397053,8.135759272,6.23270952,93.75485376,100,6.061014792
2017,Israel,ISR,IL,Middle East & North Africa,High income,8713300,0.87133,153.5102567,3877.748721,136.6583337,2271.966659,19.5,59.5,176.1792394,4450.378985,156.8387795,2607.469798,22.37958064,68.28641273,-,-,0.90699,1.001775881,0.4444147276,67,527442992,0.7689394374,6053309.217,2.65907719,2.101170163,1.987856831,1.956655725,1.538479889,1.194366383,20.49452657,19.00073282,23.16258832,8.51563668,12.0028585,6.242386677,-,-,32.6444429,4.97109941,67.48347942,5.572428272,3.21267372,63.07726271,44.49800848,8.404694645
2015,Italy,ITA,IT,Europe & Central Asia,High income,60730582,6.0730582,777.6833347,8401.283337,612.4912714,13136.95952,153.5,442,128.0546488,1383.369476,100.8538452,2163.153898,25.27556874,72.78046504,-,-,-,-,0.2697844447,4,508044,0.006586467424,836.553814,9.415892938,3.385725122,5.433795983,6.531572167,5.336180161,2.44386456,15.15805848,6.595403089,15.24531385,7.23496341,13.42810452,6.587397625,-,-,-,-,31.14136757,1.207837649,1.001946871,1.501814637,1.005702862,8.066355993
